"date","djia","ftse"
2005-12-06,10856.86,5538.8
2005-12-07,10810.91,5528.8
2005-12-08,10755.12,5531.1
2005-12-09,10778.58,5517.4
2005-12-12,10767.77,5501.5
2005-12-13,10823.72,5507.2
2005-12-14,10883.51,5521.1
2005-12-15,10881.67,5495.3
2005-12-16,10875.59,5531.6
2005-12-19,10836.53,5539.8
2005-12-20,10805.55,5547.9
2005-12-21,10833.73,5587.4
2005-12-22,10889.44,5597
2005-12-23,10883.27,5595.4
2005-12-28,10796.26,5622.8
2005-12-29,10784.82,5638.3
2005-12-30,10717.5,5618.8
2006-01-03,10847.41,5681.5
2006-01-04,10880.15,5714.6
2006-01-05,10882.15,5691.2
2006-01-06,10959.31,5731.8
2006-01-09,11011.9,5731.5
2006-01-10,11011.58,5688.8
2006-01-11,11043.44,5731.5
2006-01-12,10962.36,5735.1
2006-01-13,10959.87,5711
2006-01-17,10896.32,5699
2006-01-18,10854.86,5663.7
2006-01-19,10880.71,5693.2
2006-01-20,10667.39,5672.4
2006-01-23,10688.77,5660.9
2006-01-24,10712.22,5633.8
2006-01-25,10709.74,5704.4
2006-01-26,10809.47,5722.6
2006-01-27,10907.21,5786.8
2006-01-30,10899.92,5779.8
2006-01-31,10864.86,5760.3
2006-02-01,10953.95,5801.6
2006-02-02,10851.98,5747.3
2006-02-03,10793.62,5759.3
2006-02-06,10798.27,5772.4
2006-02-07,10749.76,5746.8
2006-02-08,10858.62,5725.1
2006-02-09,10883.35,5808.7
2006-02-10,10919.05,5764.1
2006-02-13,10892.32,5793.5
2006-02-14,11028.39,5792.3
2006-02-15,11058.97,5791.5
2006-02-16,11120.68,5828.9
2006-02-17,11115.32,5846.2
2006-02-21,11069.06,5857.7
2006-02-22,11137.17,5872.4
2006-02-23,11069.22,5836
2006-02-24,11061.85,5860.5
2006-02-27,11097.55,5875.9
2006-02-28,10993.41,5791.5
2006-03-01,11053.53,5844.1
2006-03-02,11025.51,5833
2006-03-03,11021.59,5858.7
2006-03-06,10958.59,5897.8
2006-03-07,10980.69,5857.4
2006-03-08,11005.74,5812.9
2006-03-09,10972.28,5855.9
2006-03-10,11076.34,5907.9
2006-03-13,11076.02,5952.8
2006-03-14,11151.34,5950.6
2006-03-15,11209.77,5965.1
2006-03-16,11253.24,5993.2
2006-03-17,11279.65,5999.4
2006-03-20,11274.53,5991.7
2006-03-21,11235.47,5991.3
2006-03-22,11317.43,6007.5
2006-03-23,11270.29,5990.1
2006-03-24,11279.97,6036.3
2006-03-27,11250.11,5972.2
2006-03-28,11154.54,5935.7
2006-03-29,11215.7,5959.2
2006-03-30,11150.7,6015.2
2006-03-31,11109.32,5964.6
2006-04-03,11144.94,6024.3
2006-04-04,11203.85,6004.7
2006-04-05,11239.55,6044.1
2006-04-06,11216.5,6045.7
2006-04-07,11120.04,6026.1
2006-04-10,11141.33,6067
2006-04-11,11089.63,6016.5
2006-04-12,11129.97,6000.8
2006-04-13,11137.65,6029.4
2006-04-18,11268.77,6044.1
2006-04-19,11278.77,6089.8
2006-04-20,11342.89,6081.4
2006-04-21,11347.45,6132.7
2006-04-24,11336.32,6098.7
2006-04-25,11283.25,6086.6
2006-04-26,11354.49,6104.3
2006-04-27,11382.51,6060
2006-04-28,11367.14,6023.1
2006-05-02,11416.44,6082.1
2006-05-03,11400.28,6010
2006-05-04,11438.86,6036.9
2006-05-05,11577.74,6091.7
2006-05-08,11584.54,6067.1
2006-05-09,11639.77,6105.6
2006-05-10,11642.65,6083.4
2006-05-11,11500.73,6042
2006-05-12,11380.99,5912.1
2006-05-15,11428.77,5841.3
2006-05-16,11419.89,5846.2
2006-05-17,11205.61,5675.5
2006-05-18,11128.29,5671.6
2006-05-19,11144.06,5657.4
2006-05-22,11125.32,5532.7
2006-05-23,11098.35,5678.7
2006-05-24,11117.32,5587.1
2006-05-25,11211.05,5677.7
2006-05-26,11278.61,5791
2006-05-30,11094.43,5652
2006-05-31,11168.31,5723.8
2006-06-01,11260.28,5749.7
2006-06-02,11247.87,5764.6
2006-06-05,11048.72,5762.1
2006-06-06,11002.14,5669.8
2006-06-07,10930.9,5706.3
2006-06-08,10938.82,5562.9
2006-06-09,10891.92,5655.2
2006-06-12,10792.58,5620.9
2006-06-13,10706.14,5519.6
2006-06-14,10816.91,5506.8
2006-06-15,11015.19,5619.3
2006-06-16,11014.54,5597.4
2006-06-19,10942.11,5626.1
2006-06-20,10974.84,5658.2
2006-06-21,11079.46,5665
2006-06-22,11019.11,5684.1
2006-06-23,10989.09,5692.1
2006-06-26,11045.28,5681.2
2006-06-27,10924.74,5652.3
2006-06-28,10973.56,5678.6
2006-06-29,11190.8,5791.5
2006-06-30,11150.22,5833.4
2006-07-03,11228.02,5884.4
2006-07-05,11151.82,5826.7
2006-07-06,11225.3,5890
2006-07-07,11090.67,5888.9
2006-07-10,11103.55,5896.9
2006-07-11,11134.77,5857.3
2006-07-12,11013.18,5860.6
2006-07-13,10846.29,5765
2006-07-14,10739.35,5707.6
2006-07-17,10747.36,5701
2006-07-18,10799.23,5681.7
2006-07-19,11011.42,5778
2006-07-20,10928.1,5770.9
2006-07-21,10868.38,5719.7
2006-07-24,11051.05,5833.9
2006-07-25,11103.71,5851.2
2006-07-26,11102.51,5877.1
2006-07-27,11100.43,5929.5
2006-07-28,11219.7,5974.9
2006-07-31,11185.68,5928.3
2006-08-01,11125.73,5880.8
2006-08-02,11199.92,5932.1
2006-08-03,11242.59,5838.4
2006-08-04,11240.35,5889.4
2006-08-07,11219.38,5828.8
2006-08-08,11173.59,5818.1
2006-08-09,11076.18,5860.5
2006-08-10,11124.37,5823.4
2006-08-11,11088.02,5820.1
2006-08-14,11097.87,5870.9
2006-08-15,11230.26,5897.9
2006-08-16,11327.12,5896.6
2006-08-17,11334.96,5900.4
2006-08-18,11381.47,5903.4
2006-08-21,11345.04,5915.2
2006-08-22,11339.84,5902.6
2006-08-23,11297.9,5860
2006-08-24,11304.46,5869.1
2006-08-25,11284.05,5878.6
2006-08-29,11369.94,5888.3
2006-08-30,11382.91,5929.3
2006-08-31,11381.15,5906.1
2006-09-01,11464.15,5949.1
2006-09-05,11469.28,5981.7
2006-09-06,11406.2,5929.3
2006-09-07,11331.44,5858.1
2006-09-08,11392.11,5879.3
2006-09-11,11396.84,5850.8
2006-09-12,11498.09,5895.5
2006-09-13,11543.32,5892.2
2006-09-14,11527.39,5877.2
2006-09-15,11560.77,5877
2006-09-18,11555,5890.2
2006-09-19,11540.91,5831.8
2006-09-20,11613.19,5866.2
2006-09-21,11533.23,5896.7
2006-09-22,11508.1,5822.3
2006-09-25,11575.81,5798.3
2006-09-26,11669.39,5873.6
2006-09-27,11689.24,5930.1
2006-09-28,11718.45,5971.3
2006-09-29,11679.07,5960.8
2006-10-02,11670.35,5957.8
2006-10-03,11727.34,5937.1
2006-10-04,11850.61,5966.5
2006-10-05,11866.69,6004.5
2006-10-06,11850.21,6001.2
2006-10-09,11857.81,6030.9
2006-10-10,11867.17,6072.7
2006-10-11,11852.13,6073.5
2006-10-12,11947.7,6121.3
2006-10-13,11960.51,6157.3
2006-10-16,11980.59,6172.4
2006-10-17,11950.02,6108.6
2006-10-18,11992.68,6150.4
2006-10-19,12011.73,6156
2006-10-20,12002.37,6155.2
2006-10-23,12116.91,6166.1
2006-10-24,12127.88,6182.5
2006-10-25,12134.68,6214.6
2006-10-26,12163.66,6184.8
2006-10-27,12090.26,6160.9
2006-10-30,12086.49,6126.8
2006-10-31,12080.73,6129.2
2006-11-01,12031.02,6149.6
2006-11-02,12018.54,6149.3
2006-11-03,11986.04,6148.1
2006-11-06,12105.55,6224.5
2006-11-07,12156.77,6244
2006-11-08,12176.54,6239
2006-11-09,12103.3,6231.5
2006-11-10,12108.43,6208.4
2006-11-13,12131.88,6194.2
2006-11-14,12218.01,6186.6
2006-11-15,12251.71,6229.8
2006-11-16,12305.82,6254.9
2006-11-17,12342.55,6192
2006-11-20,12316.54,6204.5
2006-11-21,12321.59,6202.6
2006-11-22,12326.95,6160.3
2006-11-24,12280.17,6122.1
2006-11-27,12121.71,6050.1
2006-11-28,12136.44,6025.9
2006-11-29,12226.73,6084.4
2006-11-30,12221.93,6048.8
2006-12-01,12194.13,6021.5
2006-12-04,12283.85,6050.4
2006-12-05,12331.6,6086.4
2006-12-06,12309.25,6090.3
2006-12-07,12278.41,6131.5
2006-12-08,12307.48,6152.4
2006-12-11,12328.48,6159.8
2006-12-12,12315.58,6156.4
2006-12-13,12317.5,6192.5
2006-12-14,12416.76,6228
2006-12-15,12445.52,6260
2006-12-18,12441.27,6247.4
2006-12-19,12471.32,6203.9
2006-12-20,12463.87,6198.6
2006-12-21,12421.25,6183.7
2006-12-22,12343.21,6190
2006-12-27,12510.57,6245.2
2006-12-28,12501.52,6240.9
2006-12-29,12463.15,6220.8
2007-01-03,12474.52,6319
2007-01-04,12480.69,6287
2007-01-05,12398.01,6220.1
2007-01-08,12423.49,6194.2
2007-01-09,12416.6,6196.1
2007-01-10,12442.16,6160.7
2007-01-11,12514.98,6230.1
2007-01-12,12556.08,6239
2007-01-16,12582.59,6215.7
2007-01-17,12577.15,6204.5
2007-01-18,12567.93,6210.3
2007-01-19,12565.53,6237.2
2007-01-22,12477.16,6218.4
2007-01-23,12533.8,6227.6
2007-01-24,12621.77,6314.8
2007-01-25,12502.56,6269.3
2007-01-26,12487.02,6228
2007-01-29,12490.78,6239.9
2007-01-30,12523.31,6242
2007-01-31,12621.69,6203.1
2007-02-01,12673.68,6282.2
2007-02-02,12653.49,6310.9
2007-02-05,12661.74,6317.9
2007-02-06,12666.31,6346.3
2007-02-07,12666.87,6369.5
2007-02-08,12637.63,6346.4
2007-02-09,12580.83,6382.8
2007-02-12,12552.55,6353.5
2007-02-13,12654.85,6381.8
2007-02-14,12741.86,6421.2
2007-02-15,12765.01,6433.3
2007-02-16,12767.57,6419.5
2007-02-20,12786.64,6412.3
2007-02-21,12738.41,6357.1
2007-02-22,12686.02,6380.9
2007-02-23,12647.48,6401.5
2007-02-26,12632.26,6434.7
2007-02-27,12216.24,6286.1
2007-02-28,12268.63,6171.5
2007-03-01,12234.34,6116
2007-03-02,12114.1,6116.2
2007-03-05,12050.41,6058.7
2007-03-06,12207.59,6138.5
2007-03-07,12192.45,6156.5
2007-03-08,12260.7,6227.7
2007-03-09,12276.32,6245.2
2007-03-12,12318.62,6233.3
2007-03-13,12075.96,6161.2
2007-03-14,12133.4,6000.7
2007-03-15,12159.68,6133.2
2007-03-16,12110.41,6130.6
2007-03-19,12226.17,6189.4
2007-03-20,12288.1,6220.3
2007-03-21,12447.52,6256.8
2007-03-22,12461.14,6318
2007-03-23,12481.01,6339.4
2007-03-26,12469.07,6291.9
2007-03-27,12397.29,6292.6
2007-03-28,12300.36,6267.2
2007-03-29,12348.75,6324.2
2007-03-30,12354.35,6308
2007-04-02,12382.3,6315.5
2007-04-03,12510.93,6366.1
2007-04-04,12530.05,6364.7
2007-04-05,12560.83,6397.3
2007-04-10,12573.85,6417.8
2007-04-11,12484.62,6413.3
2007-04-12,12552.96,6416.4
2007-04-13,12612.13,6462.4
2007-04-16,12720.46,6516.2
2007-04-17,12773.04,6497.8
2007-04-18,12803.84,6449.4
2007-04-19,12808.63,6440.6
2007-04-20,12961.98,6486.8
2007-04-23,12919.4,6479.7
2007-04-24,12953.94,6429.5
2007-04-25,13089.89,6461.9
2007-04-26,13105.5,6469.4
2007-04-27,13120.94,6418.7
2007-04-30,13062.91,6449.2
2007-05-01,13136.14,6419.6
2007-05-02,13211.88,6484.5
2007-05-03,13241.38,6537.8
2007-05-04,13264.62,6603.7
2007-05-08,13309.07,6550.4
2007-05-09,13362.87,6549.6
2007-05-10,13215.13,6524.1
2007-05-11,13326.22,6565.7
2007-05-14,13346.78,6555.5
2007-05-15,13383.84,6568.6
2007-05-16,13487.53,6559.5
2007-05-17,13476.72,6579.3
2007-05-18,13556.53,6640.9
2007-05-21,13542.88,6636.8
2007-05-22,13539.95,6606.6
2007-05-23,13525.65,6616.4
2007-05-24,13441.13,6565.4
2007-05-25,13507.28,6570.5
2007-05-29,13521.34,6606.5
2007-05-30,13633.08,6602.1
2007-05-31,13627.64,6621.4
2007-06-01,13668.11,6676.7
2007-06-04,13676.32,6664.1
2007-06-05,13595.46,6632.8
2007-06-06,13465.67,6522.7
2007-06-07,13266.73,6505.1
2007-06-08,13424.39,6505.1
2007-06-11,13424.96,6567.5
2007-06-12,13295.01,6520.4
2007-06-13,13482.35,6559.6
2007-06-14,13553.73,6649.9
2007-06-15,13639.48,6732.4
2007-06-18,13612.98,6703.5
2007-06-19,13635.42,6650.2
2007-06-20,13489.42,6649.3
2007-06-21,13545.84,6596
2007-06-22,13360.26,6567.4
2007-06-25,13352.05,6588.4
2007-06-26,13337.66,6559.3
2007-06-27,13427.73,6527.6
2007-06-28,13422.28,6571.3
2007-06-29,13408.62,6607.9
2007-07-02,13535.43,6590.6
2007-07-03,13577.3,6639.8
2007-07-05,13565.84,6635.2
2007-07-06,13611.68,6690.1
2007-07-09,13649.97,6712.7
2007-07-10,13501.7,6630.9
2007-07-11,13577.87,6615.1
2007-07-12,13861.73,6697.7
2007-07-13,13907.25,6716.7
2007-07-16,13950.98,6697.7
2007-07-17,13971.55,6659.1
2007-07-18,13918.22,6567.1
2007-07-19,14000.41,6640.2
2007-07-20,13851.08,6585.2
2007-07-23,13943.42,6624.4
2007-07-24,13716.95,6498.7
2007-07-25,13785.07,6454.3
2007-07-26,13473.57,6251.2
2007-07-27,13265.47,6215.2
2007-07-30,13358.31,6206.1
2007-07-31,13211.99,6360.1
2007-08-01,13362.37,6250.6
2007-08-02,13463.33,6300.3
2007-08-03,13181.91,6224.3
2007-08-06,13468.78,6189.1
2007-08-07,13504.3,6308.8
2007-08-08,13657.86,6393.9
2007-08-09,13270.68,6271.2
2007-08-10,13239.54,6038.3
2007-08-13,13236.53,6219
2007-08-14,13028.92,6143.5
2007-08-15,12861.47,6109.3
2007-08-16,12845.78,5858.9
2007-08-17,13079.08,6064.2
2007-08-20,13121.35,6078.7
2007-08-21,13090.86,6086.1
2007-08-22,13236.13,6196
2007-08-23,13235.88,6196.9
2007-08-24,13378.87,6220.1
2007-08-28,13041.85,6102.2
2007-08-29,13289.29,6132.2
2007-08-30,13238.73,6212
2007-08-31,13357.74,6303.3
2007-09-04,13448.86,6376.8
2007-09-05,13305.47,6270.7
2007-09-06,13363.35,6313.3
2007-09-07,13113.38,6191.2
2007-09-10,13127.85,6134.1
2007-09-11,13308.39,6280.7
2007-09-12,13291.65,6306.2
2007-09-13,13424.88,6363.9
2007-09-14,13442.52,6289.3
2007-09-17,13403.42,6182.8
2007-09-18,13739.39,6283.3
2007-09-19,13815.56,6460
2007-09-20,13766.7,6429
2007-09-21,13820.19,6456.7
2007-09-24,13759.06,6465.9
2007-09-25,13778.65,6396.9
2007-09-26,13878.15,6433
2007-09-27,13912.94,6486.4
2007-09-28,13895.63,6466.8
2007-10-01,14087.55,6506.2
2007-10-02,14047.31,6500.4
2007-10-03,13968.05,6535.2
2007-10-04,13974.31,6547.9
2007-10-05,14066.01,6595.8
2007-10-08,14043.73,6540.9
2007-10-09,14164.53,6615.4
2007-10-10,14078.69,6633
2007-10-11,14015.12,6724.5
2007-10-12,14093.08,6730.7
2007-10-15,13984.8,6644.5
2007-10-16,13912.94,6614.3
2007-10-17,13892.54,6677.7
2007-10-18,13888.96,6609.4
2007-10-19,13522.02,6527.9
2007-10-22,13566.97,6459.3
2007-10-23,13676.23,6514
2007-10-24,13675.25,6482
2007-10-25,13671.92,6576.3
2007-10-26,13806.7,6661.3
2007-10-29,13870.26,6706
2007-10-30,13792.47,6659
2007-10-31,13930.01,6721.6
2007-11-01,13567.87,6586.1
2007-11-02,13595.1,6530.6
2007-11-05,13543.4,6461.4
2007-11-06,13660.94,6474.9
2007-11-07,13300.02,6385.1
2007-11-08,13266.29,6381.9
2007-11-09,13042.74,6304.9
2007-11-12,12987.55,6337.9
2007-11-13,13307.09,6362.4
2007-11-14,13231.01,6432.1
2007-11-15,13110.05,6359.6
2007-11-16,13176.79,6291.2
2007-11-19,12958.44,6120.8
2007-11-20,13010.14,6226.5
2007-11-21,12799.04,6070.9
2007-11-23,12980.88,6262.1
2007-11-26,12743.44,6180.5
2007-11-27,12958.44,6140.7
2007-11-28,13289.45,6306.2
2007-11-29,13311.73,6349.1
2007-11-30,13371.72,6432.5
2007-12-03,13314.57,6386.6
2007-12-04,13248.73,6315.2
2007-12-05,13444.96,6493.8
2007-12-06,13619.89,6485.6
2007-12-07,13625.58,6554.9
2007-12-10,13727.03,6565.4
2007-12-11,13432.77,6536.9
2007-12-12,13473.9,6559.8
2007-12-13,13517.96,6364.2
2007-12-14,13339.85,6397
2007-12-17,13167.2,6277.8
2007-12-18,13232.47,6279.3
2007-12-19,13207.27,6284.5
2007-12-20,13245.64,6345.6
2007-12-21,13450.65,6434.1
2007-12-24,13550.04,6479.3
2007-12-27,13359.61,6497.8
2007-12-28,13365.87,6476.9
2007-12-31,13264.82,6456.9
2008-01-02,13043.96,6416.7
2008-01-03,13056.72,6479.4
2008-01-04,12800.18,6348.5
2008-01-07,12827.49,6335.7
2008-01-08,12589.07,6356.5
2008-01-09,12735.31,6272.7
2008-01-10,12853.09,6222.7
2008-01-11,12606.3,6202
2008-01-14,12778.15,6215.7
2008-01-15,12501.11,6025.6
2008-01-16,12466.16,5942.9
2008-01-17,12159.21,5902.4
2008-01-18,12099.3,5901.7
2008-01-22,11971.19,5740.1
2008-01-23,12270.17,5609.3
2008-01-24,12378.61,5875.8
2008-01-25,12207.17,5869
2008-01-28,12383.89,5788.9
2008-01-29,12480.3,5885.2
2008-01-30,12442.83,5837.3
2008-01-31,12650.36,5879.8
2008-02-01,12743.19,6029.2
2008-02-04,12635.16,6026.2
2008-02-05,12265.13,5868
2008-02-06,12200.1,5875.4
2008-02-07,12247,5724.1
2008-02-08,12182.13,5784
2008-02-11,12240.01,5707.7
2008-02-12,12373.41,5910
2008-02-13,12552.24,5880.1
2008-02-14,12376.98,5879.3
2008-02-15,12348.21,5787.6
2008-02-19,12337.22,5966.9
2008-02-20,12427.26,5893.6
2008-02-21,12284.3,5932.2
2008-02-22,12381.02,5888.5
2008-02-25,12570.22,5999.5
2008-02-26,12684.92,6087.4
2008-02-27,12694.28,6076.5
2008-02-28,12582.18,5965.7
2008-02-29,12266.39,5884.3
2008-03-03,12258.9,5818.6
2008-03-04,12213.8,5767.7
2008-03-05,12254.99,5853.5
2008-03-06,12040.39,5766.4
2008-03-07,11893.69,5699.9
2008-03-10,11740.15,5629.1
2008-03-11,12156.81,5690.4
2008-03-12,12110.24,5776.4
2008-03-13,12145.74,5692.4
2008-03-14,11951.09,5631.7
2008-03-17,11972.25,5414.4
2008-03-18,12392.66,5605.8
2008-03-19,12099.66,5545.6
2008-03-20,12361.32,5495.2
2008-03-25,12532.6,5689.1
2008-03-26,12422.86,5660.4
2008-03-27,12302.46,5717.5
2008-03-28,12216.4,5692.9
2008-03-31,12262.89,5702.1
2008-04-01,12654.36,5852.6
2008-04-02,12608.92,5915.9
2008-04-03,12626.03,5891.3
2008-04-04,12609.42,5947.1
2008-04-07,12612.43,6014.8
2008-04-08,12576.44,5990.2
2008-04-09,12527.26,5983.9
2008-04-10,12581.98,5965.1
2008-04-11,12325.42,5895.5
2008-04-14,12302.06,5831.6
2008-04-15,12362.47,5906.9
2008-04-16,12619.27,6046.2
2008-04-17,12620.49,5980.4
2008-04-18,12849.36,6056.5
2008-04-21,12825.02,6053
2008-04-22,12720.23,6034.7
2008-04-23,12763.22,6083.6
2008-04-24,12848.95,6050.7
2008-04-25,12891.86,6091.4
2008-04-28,12871.75,6090.4
2008-04-29,12831.94,6089.4
2008-04-30,12820.13,6087.3
2008-05-01,13010,6087.3
2008-05-02,13058.2,6215.5
2008-05-06,13020.83,6215.2
2008-05-07,12814.35,6261
2008-05-08,12866.78,6270.8
2008-05-09,12745.88,6204.7
2008-05-12,12876.05,6220.6
2008-05-13,12832.18,6211.9
2008-05-14,12898.38,6216
2008-05-15,12992.66,6251.8
2008-05-16,12986.8,6304.3
2008-05-19,13028.16,6376.5
2008-05-20,12828.68,6191.6
2008-05-21,12601.19,6198.1
2008-05-22,12625.62,6181.6
2008-05-23,12479.63,6087.3
2008-05-27,12548.35,6058.5
2008-05-28,12594.03,6069.6
2008-05-29,12646.22,6068.1
2008-05-30,12638.32,6053.5
2008-06-02,12503.82,6007.6
2008-06-03,12402.85,6057.7
2008-06-04,12390.48,5970.1
2008-06-05,12604.45,5995.3
2008-06-06,12209.81,5906.8
2008-06-09,12280.32,5877.6
2008-06-10,12289.76,5827.3
2008-06-11,12083.77,5723.3
2008-06-12,12141.58,5790.5
2008-06-13,12307.35,5802.8
2008-06-16,12269.08,5794.6
2008-06-17,12160.3,5861.9
2008-06-18,12029.06,5756.9
2008-06-19,12063.09,5708.4
2008-06-20,11842.69,5620.8
2008-06-23,11842.36,5667.2
2008-06-24,11807.43,5634.7
2008-06-25,11811.83,5666.1
2008-06-26,11453.42,5518.2
2008-06-27,11346.51,5529.9
2008-06-30,11350.01,5625.9
2008-07-01,11382.26,5479.9
2008-07-02,11215.51,5426.3
2008-07-03,11288.53,5476.6
2008-07-07,11231.96,5512.7
2008-07-08,11384.21,5440.5
2008-07-09,11147.44,5529.6
2008-07-10,11229.02,5406.8
2008-07-11,11100.54,5261.6
2008-07-14,11055.19,5300.4
2008-07-15,10962.54,5171.9
2008-07-16,11239.28,5150.6
2008-07-17,11446.66,5286.3
2008-07-18,11496.57,5376.4
2008-07-21,11467.34,5404.3
2008-07-22,11602.5,5364.1
2008-07-23,11632.38,5449.9
2008-07-24,11349.28,5362.3
2008-07-25,11370.69,5352.6
2008-07-28,11131.08,5312.6
2008-07-29,11397.56,5319.2
2008-07-30,11583.69,5420.7
2008-07-31,11378.02,5411.9
2008-08-01,11326.32,5354.7
2008-08-04,11284.15,5320.2
2008-08-05,11615.77,5454.5
2008-08-06,11656.07,5486.1
2008-08-07,11431.43,5477.5
2008-08-08,11734.32,5489.2
2008-08-11,11782.35,5541.8
2008-08-12,11642.47,5534.5
2008-08-13,11532.96,5448.6
2008-08-14,11615.93,5497.4
2008-08-15,11659.9,5454.8
2008-08-18,11479.39,5450.2
2008-08-19,11348.55,5320.4
2008-08-20,11417.43,5371.8
2008-08-21,11430.21,5370.2
2008-08-22,11628.06,5505.6
2008-08-26,11412.87,5470.7
2008-08-27,11502.51,5528.1
2008-08-28,11715.18,5601.2
2008-08-29,11543.55,5636.6
2008-09-02,11516.92,5620.7
2008-09-03,11532.88,5499.7
2008-09-04,11188.23,5362.1
2008-09-05,11220.96,5240.7
2008-09-08,11510.74,5446.3
2008-09-09,11230.73,5415.6
2008-09-10,11268.92,5366.2
2008-09-11,11433.71,5318.4
2008-09-12,11421.99,5416.7
2008-09-15,10917.51,5204.2
2008-09-16,11059.02,5025.6
2008-09-17,10609.66,4912.4
2008-09-18,11019.69,4880
2008-09-19,11388.44,5311.3
2008-09-22,11015.69,5236.3
2008-09-23,10854.17,5136.1
2008-09-24,10825.17,5095.6
2008-09-25,11022.06,5197
2008-09-26,11143.13,5088.5
2008-09-29,10365.45,4818.8
2008-09-30,10850.66,4902.5
2008-10-01,10831.07,4959.6
2008-10-02,10482.85,4870.3
2008-10-03,10325.38,4980.3
2008-10-06,9955.5,4589.2
2008-10-07,9447.11,4605.2
2008-10-08,9258.1,4366.7
2008-10-09,8579.19,4313.8
2008-10-10,8451.19,3932.1
2008-10-13,9387.61,4256.9
2008-10-14,9310.99,4394.2
2008-10-15,8577.91,4079.6
2008-10-16,8979.26,3861.4
2008-10-17,8852.22,4063
2008-10-20,9265.43,4282.7
2008-10-21,9045.21,4229.7
2008-10-22,8519.21,4040.9
2008-10-23,8691.25,4087.8
2008-10-24,8378.95,3883.4
2008-10-27,8175.77,3852.6
2008-10-28,9065.12,3926.4
2008-10-29,8990.96,4242.5
2008-10-30,9180.69,4291.6
2008-10-31,9325.01,4377.3
2008-11-03,9319.83,4443.3
2008-11-04,9625.28,4639.5
2008-11-05,9139.27,4530.7
2008-11-06,8695.79,4272.4
2008-11-07,8943.81,4365
2008-11-10,8870.54,4403.9
2008-11-11,8693.96,4246.7
2008-11-12,8282.66,4182
2008-11-13,8835.25,4169.2
2008-11-14,8497.31,4233
2008-11-17,8273.58,4132.2
2008-11-18,8424.75,4208.5
2008-11-19,7997.28,4005.7
2008-11-20,7552.29,3875
2008-11-21,8046.42,3781
2008-11-24,8443.39,4153
2008-11-25,8479.47,4171.3
2008-11-26,8726.61,4152.7
2008-11-28,8829.04,4288
2008-12-01,8149.09,4065.5
2008-12-02,8419.09,4122.9
2008-12-03,8591.69,4170
2008-12-04,8376.24,4163.6
2008-12-05,8635.42,4049.4
2008-12-08,8934.18,4300.1
2008-12-09,8691.33,4381.3
2008-12-10,8761.42,4367.3
2008-12-11,8565.09,4388.7
2008-12-12,8629.68,4280.4
2008-12-15,8564.53,4277.6
2008-12-16,8924.14,4309.1
2008-12-17,8824.34,4324.2
2008-12-18,8604.99,4330.7
2008-12-19,8579.11,4286.9
2008-12-22,8519.69,4249.2
2008-12-23,8419.49,4256
2008-12-24,8468.48,4216.6
2008-12-29,8483.93,4319.4
2008-12-30,8668.39,4392.7
2008-12-31,8776.39,4434.2
2009-01-02,9034.69,4561.8
2009-01-05,8952.89,4579.6
2009-01-06,9015.1,4638.9
2009-01-07,8769.7,4507.5
2009-01-08,8742.46,4505.4
2009-01-09,8599.18,4448.5
2009-01-12,8473.97,4426.2
2009-01-13,8448.56,4399.1
2009-01-14,8200.14,4180.6
2009-01-15,8212.49,4121.1
2009-01-16,8281.22,4147.1
2009-01-20,7949.09,4091.4
2009-01-21,8228.1,4059.9
2009-01-22,8122.8,4052.2
2009-01-23,8077.56,4052.5
2009-01-26,8116.03,4209
2009-01-27,8174.73,4194.4
2009-01-28,8375.45,4295.2
2009-01-29,8149.01,4190.1
2009-01-30,8000.86,4149.6
2009-02-02,7936.83,4077.8
2009-02-03,8078.36,4164.5
2009-02-04,7956.66,4228.6
2009-02-05,8063.07,4228.9
2009-02-06,8280.59,4291.9
2009-02-09,8270.87,4307.6
2009-02-10,7888.88,4213.1
2009-02-11,7939.53,4234.3
2009-02-12,7932.76,4202.2
2009-02-13,7850.41,4189.6
2009-02-17,7552.6,4034.1
2009-02-18,7555.63,4006.8
2009-02-19,7465.95,4018.4
2009-02-20,7365.67,3889.1
2009-02-23,7114.78,3850.7
2009-02-24,7350.94,3816.4
2009-02-25,7270.89,3849
2009-02-26,7182.08,3915.6
2009-02-27,7062.93,3830.1
2009-03-02,6763.29,3625.8
2009-03-03,6726.02,3512.1
2009-03-04,6875.84,3645.9
2009-03-05,6594.44,3529.9
2009-03-06,6626.94,3530.7
2009-03-09,6547.05,3542.4
2009-03-10,6926.49,3715.2
2009-03-11,6930.4,3693.8
2009-03-12,7170.06,3712.1
2009-03-13,7223.98,3753.7
2009-03-16,7216.97,3864
2009-03-17,7395.7,3857.1
2009-03-18,7486.58,3805
2009-03-19,7400.8,3816.9
2009-03-20,7278.38,3842.9
2009-03-23,7775.86,3952.8
2009-03-24,7660.21,3911.5
2009-03-25,7749.81,3900.3
2009-03-26,7924.56,3925.2
2009-03-27,7776.18,3898.9
2009-03-30,7522.02,3762.9
2009-03-31,7608.92,3926.1
2009-04-01,7761.6,3955.6
2009-04-02,7978.08,4125
2009-04-03,8017.59,4029.7
2009-04-06,7975.85,3993.5
2009-04-07,7789.56,3930.5
2009-04-08,7837.11,3925.5
2009-04-09,8083.38,3983.7
2009-04-14,7920.18,3989
2009-04-15,8029.62,3968.4
2009-04-16,8125.43,4053
